DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
STR,BHX,174,E75,116,1116,2044,2146,80,0,11096,66,352,628
BHX,STR,174,E75,124,1116,2206,2311,80,0,11096,79,399,698
STR,BHX,174,E75,116,1116,2874,2998,80,1,11096,34,311,938
BHX,STR,174,E75,102,1116,3115,3231,80,0,11096,87,398,1009
STR,BHX,174,E75,102,1116,3312,3414,80,209,11096,89,388,1062
EWR,PEK,175,777,848,10409,1055,1903,314,0,76126,277,688,244
PEK,EWR,175,777,848,10409,1947,2799,314,0,76126,227,467,593
EWR,PEK,175,777,852,10409,2857,3705,314,0,76126,236,434,930
PEK,EWR,175,777,852,10409,3742,4594,314,0,76126,239,486,1195
FCO,PEK,176,330,278,2632,620,898,277,0,27117,114,255,124
PEK,FCO,176,330,278,2632,956,1227,277,0,27117,228,325,208
FCO,PEK,176,330,271,2632,1303,1578,277,0,27117,207,243,358
PEK,FCO,176,330,271,2632,1675,1938,277,0,27117,198,223,496
FCO,PEK,176,330,275,2632,2043,2329,277,0,27117,232,279,627
PEK,FCO,176,330,275,2632,2403,2687,277,0,27117,223,274,755
FCO,PEK,176,330,263,2632,2718,2996,277,0,27117,198,240,869
PEK,FCO,176,330,263,2632,3052,3323,277,0,27117,206,232,993
FCO,PEK,176,330,286,2632,3447,3722,277,0,27117,109,445,1103
PEK,FCO,176,330,286,2632,3866,4129,277,0,27117,115,315,1230
FCO,PEK,176,330,284,2632,4273,4559,277,7,27117,229,291,1315
PEK,FCO,176,330,284,2632,4624,4908,277,0,27117,120,494,1354
FRA,MCO,177,744,531,6170,988,1519,416,0,60351,339,412,219
MCO,FRA,177,744,531,6170,1555,2076,416,0,60351,355,400,446
FRA,MCO,177,744,521,6170,2114,2661,416,0,60351,167,338,657
MCO,FRA,177,744,521,6170,2805,3336,416,0,60351,156,609,914
FRA,RUH,177,333,603,6878,3409,3989,300,0,53346,259,448,1088
RUH,FRA,177,333,603,6878,4124,4727,300,0,53346,220,377,1276
GVA,PEK,178,330,545,6481,428,973,277,0,48717,205,354,40
PEK,GVA,178,330,545,6481,1022,1558,277,0,48717,208,381,230
GVA,PEK,178,330,536,6481,1598,2132,277,0,48717,103,397,467
PEK,GVA,178,330,536,6481,2235,2780,277,0,48717,197,348,705
GVA,PEK,178,330,534,6481,2913,3449,277,17,48717,218,442,957
PEK,GVA,178,330,534,6481,3516,4050,277,0,48717,201,377,1132
IAD,PEK,179,777,724,8640,493,1217,314,0,65446,272,549,71
PEK,IAD,179,777,724,8640,1318,2049,314,0,65446,226,389,365
IAD,PEK,179,777,731,8640,2101,2825,314,0,65446,259,529,653
PEK,IAD,179,777,731,8640,2901,3632,314,0,65446,254,445,952
IAH,PEK,180,773,670,8216,451,1121,368,9,69354,287,408,47
PEK,IAH,180,773,670,8216,1181,1870,368,0,69354,294,427,298
IAH,PEK,180,773,689,8216,1908,2581,368,0,69354,105,616,574
PEK,IAH,180,773,689,8216,2728,3398,368,0,69354,288,420,877
IAH,PEK,180,773,673,8216,3478,4167,368,148,69354,307,460,1114
PEK,IAH,180,773,673,8216,4225,4898,368,0,69354,323,539,1301
IST,PEK,181,77W,1037,13209,414,1451,396,0,107562,293,488,35
PEK,IST,181,77W,1026,13209,1546,2287,396,0,107562,342,689,444
IST,RUH,181,77W,741,9178,2346,3372,396,0,79424,213,570,736
RUH,IST,181,77W,741,9178,3439,4180,396,0,79424,330,518,1098
DOH,GVA,182,320,475,5669,1020,1495,151,0,32758,110,430,228
GVA,DOH,182,320,475,5669,1571,2079,151,0,32758,112,453,453
DOH,GVA,182,320,508,5669,2181,2677,151,0,32758,121,452,686
GVA,DOH,182,320,508,5669,2759,3234,151,0,32758,138,522,896
DOH,GVA,182,320,496,5669,3272,3780,151,0,32758,123,481,1048
GVA,DOH,182,320,496,5669,3883,4379,151,0,32758,70,489,1236
AMS,DOH,183,332,744,8936,1058,1802,246,0,58525,204,592,247
DOH,AMS,183,332,744,8936,1887,2622,246,0,58525,219,659,570
AMS,DOH,183,332,735,8936,2766,3510,246,0,58525,140,1272,900
DOH,AMS,183,332,735,8936,3546,4281,246,0,58525,174,454,1142
AMS,PEK,184,332,650,7855,672,1322,246,0,52844,186,433,140
PEK,AMS,184,332,650,7855,1468,2127,246,0,52844,206,518,417
AMS,YYZ,184,M11,499,5891,2251,2765,285,0,46151,243,403,712
YYZ,AMS,184,M11,499,5891,2879,3406,285,0,46151,228,393,940
AMS,IAH,184,74M,349,3831,3575,3950,319,0,36758,283,411,1156
IAH,AMS,184,74M,349,3831,4001,4350,319,0,36758,274,343,1255
AMS,ALA,185,330,288,2649,814,1089,277,0,27212,132,264,177
ALA,AMS,185,330,275,2649,1216,1484,277,0,27212,230,323,318
AMS,ALA,185,330,275,2649,1600,1891,277,0,27212,224,236,469
ALA,AMS,185,330,268,2649,1957,2248,277,0,27212,152,619,595
AMS,BOS,185,333,874,10788,2527,3404,300,0,76323,237,577,794
BOS,AMS,185,333,874,10788,3508,4382,300,0,76323,230,495,1130
AMS,DFW,186,332,563,6753,1165,1728,246,0,47052,214,510,290
DFW,AMS,186,332,563,6753,1759,2338,246,0,47052,74,656,528
AMS,DFW,186,332,579,6753,2374,2961,246,0,47052,175,404,744
DFW,AMS,186,332,579,6753,3072,3635,246,0,47052,136,1000,999
AMS,DFW,186,332,587,6753,3755,4334,246,0,47052,217,540,1199
DFW,AMS,186,332,587,6753,4397,4984,246,18,47052,204,426,1337
AMS,IAD,187,333,555,6641,541,1096,300,0,51954,228,398,96
IAD,AMS,187,333,555,6641,1149,1722,300,0,51954,236,440,279
AMS,IAH,187,74M,360,3831,1763,2138,319,0,36758,159,340,529
IAH,AMS,187,74M,360,3831,2216,2565,319,20,36758,243,282,701
AMS,IAH,187,74M,375,3831,2623,2987,319,0,36758,249,280,827
IAH,AMS,187,74M,375,3831,3079,3439,319,0,36758,266,333,1001
AMS,YYZ,187,M11,514,5891,3484,3983,285,0,46151,206,361,1118
YYZ,AMS,187,M11,514,5891,4083,4597,285,0,46151,202,287,1266
AMS,BOS,188,333,877,10788,603,1480,300,0,76323,251,588,118
BOS,AMS,188,333,877,10788,1534,2408,300,0,76323,242,539,439
AMS,YYZ,188,74M,513,5891,2452,2816,319,0,49314,275,453,772
YYZ,AMS,188,74M,513,5891,3283,3796,319,0,49314,272,456,1051
AMS,IAH,189,74M,364,3831,860,1224,319,0,36758,274,329,189
IAH,AMS,189,74M,364,3831,1341,1701,319,219,36758,277,368,376
AMS,IAD,189,333,573,6641,1776,2356,300,0,51954,240,375,530
IAD,AMS,189,333,573,6641,2456,3011,300,0,51954,119,786,774
AMS,IAD,189,333,580,6641,3092,3665,300,0,51954,155,897,1004
IAD,AMS,189,333,580,6641,3764,4344,300,0,51954,265,456,1201
FRA,STR,190,319,644,7961,1916,2573,123,0,39028,87,638,578
STR,FRA,190,319,644,7961,2700,3342,123,0,39028,72,514,848
AMS,FRA,191,32A,632,7348,507,1139,151,0,39748,97,407,76
FRA,AMS,191,32A,632,7348,1286,1900,151,0,39748,103,490,350
AMS,FRA,191,32A,614,7348,2015,2650,151,0,39748,129,617,614
FRA,AMS,191,32A,614,7348,2771,3403,151,0,39748,94,424,903
AMS,FRA,191,32A,635,7348,3495,4109,151,0,39748,118,535,1123
FRA,AMS,191,32A,635,7348,4199,4834,151,0,39748,150,736,1296
FRA,VRN,192,E95,850,10334,1208,2058,106,0,45692,62,683,314
VRN,FRA,192,E95,850,10334,2171,3021,106,0,45692,45,1723,680
FRA,VRN,192,E95,850,10334,3155,4005,106,0,45692,38,1647,1018
VRN,FRA,192,E95,850,10334,4083,4933,106,0,45692,85,873,1267
AMS,BEG,193,319,341,3426,574,915,123,0,21609,56,428,108
BEG,AMS,193,319,341,3426,995,1341,123,314,21609,105,414,222
AMS,BEG,193,319,346,3426,1426,1747,123,0,21609,93,358,402
BEG,AMS,193,319,346,3426,1859,2181,123,0,21609,121,450,559
AMS,STR,193,737,578,6593,2528,3318,124,0,33875,87,564,795
STR,AMS,193,737,578,6593,3396,3974,124,0,33875,113,682,1083
BEG,GVA,194,S20,473,5186,1695,2174,58,0,22848,30,645,504
GVA,BEG,194,S20,473,5186,2222,2690,58,0,22848,38,1857,702
BEG,GVA,194,S20,479,5186,2737,3200,58,0,22848,22,1525,882
GVA,BEG,194,S20,479,5186,3246,3719,58,21,22848,49,829,1034
BEG,GVA,194,S20,468,5186,3810,4289,58,0,22848,67,951,1216
GVA,BEG,194,S20,468,5186,4433,4901,58,0,22848,45,784,1341
GVA,STR,195,S20,936,11758,534,1470,58,0,43179,35,1234,93
STR,GVA,195,S20,936,11758,1613,2552,58,0,43179,44,1406,472
GVA,STR,195,S20,949,11758,2634,3584,58,0,43179,47,1461,832
STR,GVA,195,S20,939,11758,3730,4669,58,0,43179,63,1660,1192
AGP,BHX,196,738,737,8932,472,1209,189,0,51207,111,697,61
BHX,AGP,196,738,737,8932,1352,2086,189,0,51207,140,508,380
AGP,EDI,196,738,594,7099,2134,2853,189,0,42775,139,440,665
EDI,AGP,196,738,594,7099,2910,3504,189,0,42775,151,472,956
AGP,EDI,197,738,591,7099,678,1269,189,0,42775,175,564,147
EDI,AGP,197,738,591,7099,1302,1899,189,0,42775,159,566,357
AGP,EDI,197,738,597,7099,1929,2543,189,0,42775,174,574,587
EDI,AGP,197,738,597,7099,2580,3171,189,0,42775,158,533,813
AGP,EDI,197,738,614,7099,3229,3826,189,0,42775,152,500,1033
EDI,AGP,197,738,614,7099,3910,4524,189,0,42775,165,523,1241
ALA,GUW,198,321,545,6277,923,1468,197,0,39774,164,445,203
GUW,ALA,198,321,545,6277,1593,2503,197,0,39774,130,357,461
ALA,PWQ,198,321,910,11156,2536,3081,197,0,62666,165,717,799
PWQ,ALA,198,321,910,11156,3476,4386,197,0,62666,178,800,1025
AGP,AMS,199,73H,353,3770,623,976,162,1,25608,81,768,127
AMS,AGP,199,73H,353,3770,1039,1385,162,0,25608,117,307,233
AGP,AMS,199,73H,346,3770,1449,1792,162,0,25608,146,386,410
AMS,AGP,199,73H,346,3770,1917,2258,162,0,25608,110,297,579
AGP,AMS,199,73H,343,3770,2375,2737,162,0,25608,105,354,745
AMS,AGP,199,73H,343,3770,2844,3197,162,0,25608,145,387,925
AGP,AMS,199,73H,341,3770,3258,3604,162,0,25608,100,283,1042
AMS,AGP,199,73H,362,3770,4648,5010,162,0,25608,122,387,1355
AMS,VRN,200,73H,671,8174,366,1037,162,0,44499,106,489,3
VRN,AMS,200,73H,671,8174,1140,1828,162,0,44499,146,669,276
AMS,VRN,200,73H,688,8174,1864,2540,162,5,44499,131,571,563
VRN,AMS,200,73H,688,8174,2602,3273,162,0,44499,157,760,819
AMS,EDI,200,737,683,8061,3384,4037,124,0,39530,128,868,1079
EDI,AMS,200,737,683,8061,4142,4825,124,0,39530,93,629,1284
FCO,RZE,201,DH4,796,9867,506,1302,68,0,38716,69,1281,74
RZE,FCO,201,DH4,796,9867,1443,2228,68,0,38716,35,1240,408
FCO,RZE,201,DH4,785,9867,2276,3072,68,0,38716,44,966,720
RZE,FCO,201,DH4,785,9867,3137,3922,68,11,38716,12,1778,1013
ALA,IST,202,738,409,4779,1188,1597,189,0,32103,141,332,303
IST,ALA,202,738,420,4779,2171,2600,189,0,32103,133,315,681
ALA,IST,202,738,433,4779,2630,3073,189,0,32103,86,402,829
IST,ALA,202,738,433,4779,3149,3569,189,0,32103,170,451,1016
ALA,IST,202,738,429,4779,3667,4100,189,0,32103,102,455,1178
IST,ALA,202,738,429,4779,4149,4578,189,0,32103,56,588,1285
ALA,AMS,203,330,288,2649,388,676,277,0,27212,219,263,22
AMS,YYZ,203,M11,527,5891,1025,1552,285,0,46151,249,475,231
YYZ,AMS,203,M11,527,5891,1609,2108,285,0,46151,112,672,471
AMS,ALA,203,330,268,2649,2352,2618,277,0,27212,201,227,739
ALA,AMS,203,330,291,2649,2717,3005,277,0,27212,235,283,867
AMS,ALA,203,330,291,2649,3052,3327,277,0,27212,83,263,994
ALA,AMS,203,330,291,2649,3441,3709,277,29,27212,242,268,1099
AMS,ALA,203,330,291,2649,3780,4071,277,0,27212,224,265,1204
ALA,AMS,203,330,266,2649,4200,4491,277,0,27212,222,232,1298
AMS,ALA,203,330,266,2649,4561,4827,277,0,27212,225,321,1349
AMS,EDI,204,737,679,8061,393,1072,124,0,39530,121,780,26
EDI,AMS,204,737,679,8061,1118,1771,124,19,39530,114,746,269
AMS,EDI,204,737,653,8061,1837,2520,124,0,39530,96,617,545
EDI,AMS,204,737,653,8061,2574,3253,124,0,39530,84,529,811
AMS,VRN,204,73H,676,8174,3325,4013,162,0,44499,117,554,1065
VRN,AMS,204,73H,676,8174,4127,4803,162,0,44499,72,1223,1279
AMS,GVA,205,737,808,9935,958,1766,124,0,46750,30,641,209
GVA,AMS,205,737,808,9935,1912,2726,124,0,46750,113,832,576
AMS,GRO,205,73H,470,5460,2776,3246,162,0,32857,73,442,905
GRO,AMS,205,73H,470,5460,3838,4361,162,0,32857,103,391,1222
AMS,IST,206,737,508,5998,386,894,124,125,31582,69,368,19
IST,AMS,206,737,508,5998,980,1495,124,0,31582,71,438,217
AMS,IST,206,737,515,5998,1555,2064,124,0,31582,81,442,447
IST,AMS,206,737,515,5998,2099,2607,124,23,31582,41,950,651
AMS,GVA,206,737,814,9935,2861,3669,124,0,46750,80,618,933
GVA,AMS,206,737,814,9935,3784,4598,124,0,46750,116,887,1207
AMS,STR,207,F70,550,6593,969,1519,75,0,28920,22,1402,214
STR,AMS,207,F70,550,6593,1560,2111,75,0,28920,73,894,450
AMS,STR,207,F70,551,6593,2249,2807,75,0,28920,35,826,709
STR,AMS,207,F70,558,6593,4129,4687,75,0,28920,51,747,1280
AGP,FRA,208,321,1043,12935,532,1575,197,0,71013,133,567,92
FRA,AGP,208,321,1043,12935,1621,2633,197,0,71013,156,707,477
AGP,FRA,208,321,1012,12935,2694,3737,197,0,71013,131,573,844
FRA,AGP,208,321,1012,12935,3845,4857,197,0,71013,161,771,1227
ALA,FRA,209,333,296,3071,835,1131,300,0,30975,246,314,183
FRA,ALA,209,333,296,3071,1222,1545,300,0,30975,258,335,324
ALA,FRA,209,333,323,3071,1620,1912,300,0,30975,259,303,475
FRA,ALA,209,333,323,3071,2005,2315,300,0,30975,214,270,610
ALA,FRA,209,333,292,3071,2358,2643,300,0,30975,230,284,737
FRA,ALA,209,333,292,3071,2714,3010,300,0,30975,252,267,865
ALA,FRA,209,333,310,3071,3146,3469,300,0,30975,241,323,1014
FRA,ALA,209,333,310,3071,3563,3855,300,0,30975,218,210,1151
ALA,FRA,209,333,285,3071,3935,4245,300,0,30975,236,262,1244
FRA,ALA,209,333,285,3071,4327,4612,300,0,30975,223,271,1325
BHX,LDY,210,738,683,7999,1231,1914,189,0,46915,156,609,329
LDY,BHX,210,738,685,7999,3837,4522,189,0,46915,152,580,1221
BHX,FRA,211,319,275,2847,546,821,123,350,19385,99,348,99
FRA,BEG,211,319,903,10994,2135,3022,123,0,50678,93,833,667
BEG,FRA,211,319,887,10994,3128,4031,123,20,50678,112,963,1012
FRA,BHX,211,319,292,2847,4730,5022,123,0,19385,107,404,1358
BOS,FRA,212,744,937,11953,671,1608,416,0,102050,113,692,139
FRA,BOS,212,744,937,11953,1670,2639,416,0,102050,319,500,491
BOS,FRA,212,744,969,11953,2704,3641,416,0,102050,317,494,856
FRA,BOS,212,744,969,11953,3781,4750,416,0,102050,135,887,1205
EDI,EWR,213,752,683,8452,463,1146,200,0,50346,175,595,56
EWR,EDI,213,752,683,8452,1217,1925,200,0,50346,176,583,320
EDI,EWR,213,752,708,8452,1979,2675,200,0,50346,159,537,604
EWR,EDI,213,752,696,8452,4230,4926,200,0,50346,154,523,1304
EDI,IST,214,738,149,1338,1059,1208,189,0,16274,168,274,248
IST,EDI,214,738,149,1338,1301,1451,189,0,16274,169,264,356
EDI,IST,214,738,150,1338,1568,1725,189,0,16274,103,279,452
IST,EDI,214,738,150,1338,1863,2014,189,0,16274,70,453,562
EDI,IST,214,738,157,1338,2078,2195,189,0,16274,156,224,647
IST,EDI,214,738,157,1338,2336,2473,189,0,16274,157,221,734
EDI,IST,214,738,151,1338,2572,2721,189,0,16274,162,243,810
IST,EDI,214,738,151,1338,2833,2983,189,0,16274,131,193,923
EDI,IST,214,738,117,1338,3042,3199,189,0,16274,129,254,992
IST,EDI,214,738,117,1338,3299,3450,189,0,16274,63,242,1054
EDI,IST,214,738,137,1338,3553,3670,189,0,16274,122,215,1144
IST,EDI,214,738,137,1338,3804,3941,189,0,16274,159,269,1215
EWR,FCO,215,764,758,9520,1314,2072,245,0,61459,103,563,363
FCO,EWR,215,764,758,9520,2150,2918,245,158,61459,172,460,673
EWR,FCO,215,764,768,9520,3008,3766,245,0,61459,117,569,983
FCO,EWR,215,764,768,9520,3812,4580,245,0,61459,208,578,1217
EWR,FRA,216,744,196,2042,689,885,416,0,30586,307,183,149
FRA,EWR,216,744,196,2042,971,1159,416,0,30586,331,211,215
EWR,FRA,216,744,188,2042,1243,1439,416,0,30586,359,283,341
FRA,EWR,216,744,188,2042,1581,1757,416,0,30586,187,260,455
EWR,FRA,216,744,196,2042,1833,2042,416,0,30586,327,224,542
FRA,EWR,216,744,196,2042,2083,2290,416,0,30586,335,203,648
EWR,FRA,216,744,176,2042,2381,2577,416,24,30586,333,270,748
FRA,EWR,216,744,176,2042,2686,2874,416,0,30586,161,235,843
EWR,FRA,216,744,209,2042,2991,3187,416,0,30586,349,217,977
FRA,EWR,216,744,209,2042,3299,3475,416,17,30586,318,245,1055
EWR,FRA,216,744,207,2042,3512,3721,416,0,30586,322,186,1131
FRA,EWR,216,744,207,2042,3845,4052,416,0,30586,333,194,1226
EWR,STR,217,752,465,5538,384,849,200,0,36573,182,517,16
STR,EWR,217,752,465,5538,960,1427,200,0,36573,109,491,210
EWR,STR,217,752,467,5538,1545,2022,200,0,36573,157,408,443
STR,EWR,217,752,467,5538,2063,2555,200,0,36573,101,895,637
EWR,STR,217,752,477,5538,2599,3064,200,102,36573,133,321,818
STR,EWR,217,752,477,5538,3152,3619,200,0,36573,184,483,1017
EWR,STR,217,752,492,5538,3674,4151,200,0,36573,159,404,1179
STR,EWR,217,752,492,5538,4285,4777,200,0,36573,169,486,1318
FRA,IAD,218,333,1045,13142,385,1430,300,0,90157,108,548,18
IAD,FRA,218,333,1045,13142,1506,2559,300,0,90157,267,801,428
FRA,IAD,218,333,1053,13142,2620,3665,300,0,90157,241,671,826
IAD,FRA,218,333,1053,13142,3704,4757,300,0,90157,257,749,1183
FRA,IAH,219,388,838,10127,375,1213,555,0,108588,452,469,10
IAH,FRA,219,388,838,10127,1313,2119,555,0,108588,437,463,361
FRA,IAH,219,388,806,10127,2165,3003,555,0,108588,226,852,677
IAH,FRA,219,388,806,10127,3055,3861,555,0,108588,455,482,995
FRA,IST,220,321,517,5830,1153,1670,197,12,37676,146,445,283
IST,FRA,220,321,517,5830,1784,2290,197,0,37676,111,491,532
FRA,IST,220,321,506,5830,2405,2906,197,0,37676,186,516,757
IST,FRA,220,321,506,5830,2942,3459,197,11,37676,139,393,964
FRA,YYZ,221,77W,453,5032,1518,1980,396,0,50482,212,362,435
YYZ,FRA,221,77W,453,5032,2030,2482,396,0,50482,195,412,621
FRA,YYZ,221,77W,462,5032,2516,2972,396,0,50482,319,364,789
YYZ,FRA,221,77W,462,5032,3083,3536,396,0,50482,311,355,1002
FRA,YYZ,221,77W,452,5032,3657,4119,396,0,50482,302,311,1174
YYZ,FRA,221,77W,452,5032,4190,4642,396,0,50482,316,364,1295
FRA,MPL,222,735,624,7245,2161,2769,108,0,34648,88,671,676
MPL,FRA,222,735,624,7245,2880,3505,108,0,34648,109,814,941
FRA,MPL,222,735,608,7245,3629,4253,108,0,34648,100,720,1168
MPL,FRA,222,735,608,7245,4376,4984,108,0,34648,107,833,1336
FRA,KWI,223,340,498,5976,1130,1628,295,0,47576,241,430,273
KWI,FRA,223,340,498,5976,1805,2737,295,0,47576,232,354,538
FRA,MAN,223,340,932,11549,2953,3451,295,0,80005,102,1019,966
MAN,FRA,223,340,932,11549,3915,4847,295,0,80005,253,683,1171
FRA,RZE,224,CR7,642,7782,462,1104,70,0,32256,75,1070,53
RZE,FRA,224,CR7,642,7782,1150,1793,70,0,32256,40,823,280
FRA,RZE,224,CR7,643,7782,1836,2495,70,0,32256,46,847,544
RZE,FRA,224,CR7,643,7782,2555,3197,70,0,32256,70,1074,802
FRA,RZE,224,CR7,659,7782,3250,3893,70,0,32256,63,972,1041
RZE,FRA,224,CR7,659,7782,4021,4680,70,0,32256,76,1122,1259
FRA,STR,225,319,642,7961,467,1109,123,0,39028,127,823,58
STR,FRA,225,319,642,7961,1198,1842,123,0,39028,75,563,310
FRA,BHX,225,319,289,2847,2475,2767,123,0,19385,97,418,780
BHX,FRA,225,319,284,2847,2851,3126,123,0,19385,73,348,927
FRA,BHX,225,319,284,2847,3266,3534,123,0,19385,98,350,1045
BHX,FRA,225,319,274,2847,3587,3876,123,0,19385,112,396,1158
FRA,BHX,225,319,274,2847,4023,4307,123,0,19385,77,344,1260
BHX,FRA,225,319,292,2847,4358,4632,123,0,19385,76,297,1332
AGP,GVA,226,320,805,9885,530,1335,151,0,50309,129,700,89
GVA,AGP,226,320,805,9885,1404,2197,151,0,50309,121,729,394
AGP,GVA,226,320,793,9885,2316,3121,151,0,50309,103,580,729
GVA,AGP,226,320,793,9885,3205,3998,151,0,50309,109,615,1026
EWR,GVA,227,763,693,8506,432,1125,218,0,52818,200,678,41
GVA,EWR,227,763,693,8506,1169,1860,218,0,52818,109,591,293
EWR,GVA,227,763,691,8506,1938,2651,218,0,52818,184,602,591
GVA,EWR,227,763,691,8506,2768,3461,218,0,52818,198,614,901
GVA,IAD,228,763,900,11288,546,1446,218,0,66543,196,754,98
IAD,GVA,228,763,900,11288,1512,2404,218,0,66543,167,554,431
GVA,IAD,228,763,892,11288,2494,3394,218,0,66543,54,910,784
IAD,GVA,228,763,892,11288,3524,4416,218,116,66543,146,511,1136
DOH,RUH,229,777,721,8540,399,1120,314,0,64842,276,551,29
RUH,DOH,229,777,721,8540,1174,1869,314,0,64842,272,589,295
DOH,IAD,229,777,703,8356,1925,2616,314,0,63731,239,426,585
IAD,DOH,229,777,703,8356,2755,3460,314,0,63731,174,1127,893
DOH,FCO,229,333,637,7528,3521,4158,300,0,57166,122,404,1134
FCO,DOH,229,333,637,7528,4264,4901,300,0,57166,259,519,1314
IAH,MCO,230,320,355,3670,483,838,151,0,24436,45,317,68
MCO,EWR,230,320,473,5353,1001,1461,151,0,31443,130,534,225
EWR,MCO,230,320,460,5353,1523,1978,151,0,31443,129,497,436
MCO,EWR,230,320,460,5353,2123,2609,151,0,31443,130,539,660
EWR,MCO,230,320,486,5353,3853,4308,151,0,31443,80,569,1229
MCO,IAH,230,320,353,3670,4370,4723,151,17,24436,126,444,1333
DOH,HGH,231,332,819,10198,1155,1974,246,0,65157,208,664,286
HGH,DOH,231,332,819,10198,2581,3400,246,0,65157,219,709,814
DOH,FRA,232,333,890,11331,670,1560,300,0,79514,215,473,138
FRA,DOH,232,333,890,11331,1595,2510,300,0,79514,262,649,463
DOH,IAH,232,777,416,4429,2553,2968,314,0,40022,264,322,801
IAH,DOH,232,777,416,4429,3015,3421,314,0,40022,240,313,987
DOH,IAH,232,777,386,4429,3546,3962,314,0,40022,268,409,1143
IAH,DOH,232,777,386,4429,4102,4488,314,0,40022,258,308,1272
DOH,IST,233,333,411,4316,952,1363,300,274,38291,216,240,207
IST,DOH,233,333,411,4316,1506,1921,300,4,38291,264,374,427
DOH,IST,233,333,415,4316,1990,2400,300,0,38291,259,359,606
IST,DOH,233,333,415,4316,2474,2875,300,0,38291,127,297,778
DOH,IST,233,333,410,4316,3000,3411,300,0,38291,235,349,981
IST,DOH,233,333,410,4316,3502,3917,300,0,38291,236,304,1128
DOH,IST,233,333,401,4316,4039,4449,300,0,38291,246,324,1263
IST,DOH,233,333,401,4316,4593,4994,300,0,38291,114,337,1350
DOH,PEK,234,77W,1018,12736,528,1546,396,0,104260,303,490,87
PEK,DOH,234,77W,1018,12736,1588,2607,396,0,104260,138,949,458
DOH,PEK,234,77W,1019,12736,2743,3761,396,0,104260,298,512,889
PEK,DOH,234,77W,1019,12736,3835,4854,396,0,104260,303,509,1220
GVA,RUH,235,320,401,4498,704,1105,151,0,27883,121,419,150
RUH,GVA,235,320,401,4498,1187,1610,151,12,27883,91,337,302
GVA,RUH,235,320,423,4498,1681,2075,151,0,27883,93,368,501
RUH,GVA,235,320,423,4498,2204,2610,151,0,27883,111,364,697
GVA,RUH,235,320,394,4498,2702,3103,151,5,27883,65,469,852
RUH,GVA,235,320,394,4498,3159,3582,151,0,27883,108,365,1019
GVA,RUH,235,320,406,4498,3649,4043,151,0,27883,53,758,1173
RUH,GVA,235,320,406,4498,4132,4538,151,0,27883,127,463,1281
IAD,RUH,236,777,647,7971,366,1013,314,356,61407,241,451,2
RUH,IAD,236,777,647,7971,1047,1714,314,0,61407,273,487,241
IAD,RUH,236,777,667,7971,1850,2494,314,0,61407,263,525,552
RUH,IAD,236,777,667,7971,2568,3215,314,0,61407,87,637,806
IAD,RUH,236,777,644,7971,3302,3969,314,0,61407,244,426,1057
RUH,IAD,236,777,644,7971,4113,4757,314,0,61407,245,414,1274
IST,RUH,237,320,740,9178,390,1130,151,0,47366,75,1459,24
RUH,IST,237,320,740,9178,1182,1942,151,0,47366,109,600,299
IST,RUH,237,320,760,9178,2013,2753,151,0,47366,92,800,613
RUH,IST,237,320,760,9178,2792,3552,151,0,47366,25,501,908
MAA,RUH,238,333,454,5332,519,973,300,0,44261,213,264,83
RUH,MAA,238,333,454,5332,1109,1591,300,0,44261,213,268,268
MAA,RUH,238,333,482,5332,1673,2123,300,0,44261,251,386,495
RUH,MAA,238,333,482,5332,2185,2652,300,0,44261,233,317,687
MAA,RUH,238,333,450,5332,2717,3171,300,0,44261,232,331,868
RUH,MAA,238,333,450,5332,3231,3713,300,0,44261,235,395,1035
MAA,RUH,238,333,467,5332,3824,4274,300,0,44261,214,314,1219
RUH,MAA,238,333,467,5332,4403,4870,300,0,44261,231,380,1338
AGP,BHX,239,738,719,8932,636,1355,189,135,51207,170,705,128
BHX,AGP,239,738,719,8932,1414,2008,189,0,51207,143,531,398
AGP,BHX,239,738,734,8932,2209,2946,189,0,51207,147,570,699
BHX,AGP,239,738,734,8932,3013,3747,189,0,51207,171,703,984
BEG,IST,240,738,1004,12561,583,1587,189,0,67900,41,1030,110
IST,BEG,240,738,986,12561,2173,3159,189,0,67900,157,786,683
BHX,IST,241,739,593,7005,472,1065,178,0,41178,115,433,62
IST,BHX,241,739,593,7005,1199,1797,178,0,41178,145,499,311
BHX,IBZ,241,738,678,8404,2708,3457,189,0,48778,123,401,860
IBZ,BHX,241,738,678,8404,3658,4336,189,19,48778,153,571,1176
EDI,FRA,242,321,100,578,857,957,197,0,13034,181,244,188
FRA,EDI,242,321,100,578,1087,1175,197,0,13034,167,208,258
EDI,FRA,242,321,88,578,1312,1383,197,15,13034,83,319,360
FRA,EDI,242,321,88,578,1456,1543,197,0,13034,43,310,413
EDI,FRA,242,321,71,578,1623,1703,197,0,13034,143,224,478
FRA,EDI,242,321,71,578,1826,1926,197,0,13034,186,231,540
EDI,FRA,242,321,87,578,2057,2157,197,0,13034,166,262,632
FRA,EDI,242,321,87,578,2284,2372,197,29,13034,161,204,721
EDI,FRA,242,321,80,578,2413,2484,197,0,13034,185,247,759
FRA,EDI,242,321,80,578,2532,2619,197,0,13034,148,203,796
EDI,FRA,242,321,100,578,2749,2829,197,110,13034,136,221,891
