DEP,ARR,AC,TYPE,FT,DIS,DET,ART,CAP,DEL,COST,DEM,TIC,Flight
CHS,DFW,101,ER4,694,8519,3486,4169,50,0,32173,26,2660,766
FRA,MPL,147,735,608,7245,3493,4099,108,0,34648,105,759,767
YOW,EWR,78,739,507,6097,3494,4001,178,0,37116,63,480,768
AUS,IAD,172,CR7,661,8068,3502,4164,70,0,33181,36,2025,769
BEG,STR,98,319,710,8587,3505,4217,123,0,41432,93,658,770
DOH,RUH,154,777,712,8540,3509,4214,314,0,64842,120,835,771
IAD,PEK,123,777,726,8640,3514,4211,314,0,65446,255,443,772
IAH,AUS,91,320,598,6878,3523,4121,151,0,37791,98,410,773
FRA,DOH,111,333,923,11331,3525,4448,300,0,79514,236,591,774
MLA,GVA,48,320,481,5268,3527,3726,151,0,31089,142,558,775
DFW,IAD,104,738,510,5947,3528,4041,189,0,37476,153,482,776
IAD,IST,167,330,665,8011,3535,4207,277,0,57304,216,478,777
IAD,RUH,159,777,663,7971,3536,4204,314,0,61407,261,452,778
EWR,BHX,137,752,335,3689,3541,3882,200,14,27834,80,342,779
RZE,LTN,42,738,941,11505,3551,4492,189,0,63042,152,682,780
EWR,GVA,152,763,682,8506,3551,4272,218,0,52818,158,501,781
IAD,GVA,83,763,901,11288,3554,4484,218,0,66543,146,444,782
BHX,BCN,134,738,941,11943,3561,4502,189,0,65057,125,551,783
IAD,PWM,188,CRJ,381,3993,3562,3954,50,0,18588,63,889,784
DEN,IAD,19,73W,421,4477,3565,4083,149,0,27642,119,421,785
DFW,XNA,107,M80,509,5643,3566,4073,150,0,32560,113,491,786
GVA,BCN,151,320,913,11245,3568,4481,151,0,55971,126,773,787
RTM,BCN,33,320,591,6881,3574,4165,151,0,37804,101,463,788
BCN,FRA,130,321,648,7734,3576,4240,197,0,46610,57,841,789
EDI,EWR,140,752,679,8452,3577,4288,200,0,50346,177,582,790
BCN,STR,79,320,570,6543,3577,4151,151,0,36397,126,513,791
DOH,IAD,108,777,705,8356,3578,4268,314,0,63731,248,409,792
IST,HTY,57,73W,532,5970,3586,4118,149,0,33823,146,649,793
CVG,XNA,28,CRJ,481,5453,3592,4058,50,7,22970,19,694,794
NTE,BCN,44,320,365,4073,3596,3961,151,0,26114,95,310,795
CHS,EWR,176,ERJ,469,5139,3597,4058,37,0,20930,31,2724,796
FRA,EWR,142,744,173,2042,3601,3774,416,0,30586,330,270,797
IAH,IAD,186,320,757,9111,3601,4358,151,0,47087,81,1508,798
DFW,IAH,105,M83,646,7699,3608,4250,155,0,41664,130,591,799
IAD,EWR,179,DH4,904,11274,3610,4514,68,0,43231,29,2576,800
JAX,IAD,93,320,489,5448,3619,4108,151,0,31838,144,534,801
MAA,RUH,161,333,486,5332,3620,4099,300,0,44261,146,376,802
STR,GVA,133,S20,959,11758,3630,4589,58,0,43179,40,1356,803
MSP,BOS,27,738,617,7447,3636,4253,189,0,44376,97,588,804
EWR,BCN,136,752,898,11001,3648,4546,200,0,62394,180,734,805
IAH,BOS,175,739,1014,12660,3658,4672,178,0,66476,130,704,806
FRA,AMM,54,319,378,4183,3660,4250,123,0,24517,43,837,807
BCN,STR,97,319,548,6543,3664,4202,123,0,33581,71,446,808
PEK,FRA,121,773,1041,12953,3666,4707,368,0,100896,269,423,809
EWR,DFW,102,M83,772,9245,3672,4444,155,0,48172,82,721,810
SAP,ATL,26,319,297,3129,3679,3976,123,0,20468,122,444,811
PEK,EWR,120,777,839,10409,3684,4523,314,0,76126,247,534,812
AUS,IAH,173,320,597,6878,3698,4262,151,0,37791,117,520,813
FRA,RUH,148,333,599,6878,3701,4289,300,112,53346,103,689,814
PEK,DOH,157,77W,995,12736,3704,4699,396,0,104260,317,578,815
EWR,BDA,174,738,521,5972,3712,4233,189,18,37591,158,503,816
DOH,MAA,156,333,352,3820,3714,4081,300,0,35376,240,281,817
STR,GWT,14,DH4,524,5827,3726,4250,68,0,25754,34,615,818
IST,BEG,163,738,1009,12561,3728,4737,189,0,67900,141,655,819
IAD,JAX,187,ERJ,480,5448,3734,4204,37,0,21812,23,1095,820
FRA,CDG,18,AR8,961,11946,3742,4703,80,0,47339,92,1453,821
CHS,BOS,114,E90,854,10685,3744,4598,100,0,46083,101,1080,822
IAD,GUA,59,738,1071,13352,3750,4821,189,13,71539,174,964,823
IST,DOH,155,333,390,4316,3753,4143,300,0,38291,150,397,824
DFW,AUS,99,M80,580,6651,3758,4338,150,0,36744,137,578,825
JAX,BOS,117,E90,1010,12484,3763,4773,100,0,52517,84,1037,826
FRA,BOS,139,744,948,11953,3777,4725,416,0,102050,322,464,827
IST,FRA,146,321,515,5830,3783,4298,197,0,37676,160,422,828
IAH,CHS,178,ERJ,893,10910,3791,4684,37,0,37389,29,1895,829
CHS,IAD,177,CRJ,467,5428,3796,4256,50,0,22895,68,1185,830
CHS,MIA,11,73W,345,3700,3803,4159,149,0,24425,108,353,831
FRA,BHX,138,319,281,2847,3806,4089,123,0,19385,103,375,832
YQB,EWR,185,ERJ,811,9962,3810,4621,37,0,34686,15,1531,833
IAD,BOS,116,E90,341,3566,3813,4144,100,0,20622,82,506,834
PEK,IST,125,77W,1056,13209,3827,4883,396,0,107562,305,496,835
BOS,BDA,128,738,1060,13436,3828,4888,189,30,71925,135,670,836
MCO,EWR,68,320,491,5353,3831,4675,151,0,31443,107,420,837
JAX,EWR,181,ERJ,1070,13701,3833,4903,37,0,45349,59,2917,838
DOH,IAH,109,777,412,4429,3836,4244,314,0,40022,246,327,839
RZE,FCO,47,DH4,802,9867,3841,4643,68,0,38716,30,820,840
BHX,EDI,118,DH4,406,4385,3852,4258,68,19,21127,79,759,841
STR,IST,169,320,567,6439,3860,4427,151,0,35964,120,487,842
MAA,FRA,112,343,602,6941,3882,4484,295,0,53191,215,372,843
IAD,FRA,144,333,1050,13142,3889,4939,300,0,90157,210,476,844
IEV,BCN,43,320,1034,13233,3890,4924,151,0,64247,129,887,845
IST,BHX,164,739,603,7005,3893,4496,178,1,41178,112,352,846
BCN,IST,162,320,477,5231,3898,4344,151,0,30935,95,327,847
IAH,EWR,180,739,882,11119,3901,4783,178,0,59582,125,584,848
XNA,EWR,184,ERJ,1077,13393,3908,4985,37,0,44471,24,2079,849
BEG,GVA,132,S20,464,5186,3911,4351,58,0,22848,69,970,850
RUH,GVA,158,320,404,4498,3919,4323,151,0,27883,141,481,851
GVA,FRA,131,E90,559,6523,3923,4482,100,0,31197,65,774,852
PEK,IST,82,77W,1057,13209,3924,4981,396,0,107562,325,639,853
IAH,XNA,191,CRJ,462,5349,3927,4413,50,0,22658,56,1048,854
BOS,AUS,113,E90,1038,13336,3934,4972,100,0,55564,56,802,855
PEK,GVA,122,330,563,6481,3946,4509,277,0,48717,242,495,856
BOS,EWR,115,E90,339,3798,3951,4294,100,0,21451,72,485,857
EDI,GVA,170,319,485,5380,3954,4407,123,0,29114,73,365,858
STR,EWR,143,752,470,5538,3968,4438,200,15,36573,136,316,859
BHX,EWR,137,752,364,3689,3968,4303,200,0,27834,147,343,860
RZE,FRA,149,CR7,637,7782,3990,4627,70,0,32256,27,655,861
PWM,IAD,188,CRJ,381,3993,4007,4388,50,0,18588,46,783,862
DFW,BOS,100,738,588,6876,4075,4663,189,0,41749,143,501,863
BUD,BEG,20,CRJ,901,11283,4079,4980,50,0,40469,7,2568,864
JAX,DFW,106,M80,634,7710,4094,4728,150,0,41141,89,1419,865
IAD,DFW,104,738,510,5947,4100,4610,189,0,37476,141,402,866
MPL,DUS,3,319,566,6624,4124,4690,123,0,33892,90,591,867
SAL,EWR,65,320,1047,13365,4128,4863,151,0,64797,125,852,868
BHX,FRA,138,319,279,2847,4128,4409,123,0,19385,105,402,869
MAA,DOH,156,333,352,3820,4130,4482,300,0,35376,218,281,870
MPL,FRA,147,735,608,7245,4131,4739,108,0,34648,95,719,871
IST,IAH,168,77W,643,7513,4137,4780,396,0,67801,296,349,872
STR,FRA,150,319,642,7961,4139,4781,123,11,39028,54,703,873
EWR,CHS,176,ERJ,469,5139,4142,4611,37,0,20930,55,1385,874
XNA,DFW,107,M80,509,5643,4161,4670,150,0,32560,110,450,875
IAD,AUS,172,CR7,661,8068,4194,4855,70,0,33181,69,1049,876
XNA,CVG,28,CRJ,481,5453,4198,4679,50,0,22970,51,1029,877
DOH,BCN,126,332,621,7399,4200,4821,246,0,50447,100,489,878
MIA,CHS,11,73W,345,3700,4203,4548,149,0,24425,127,397,879
STR,BCN,79,320,570,6543,4217,4787,151,0,36397,117,500,880
RUH,MAA,161,333,486,5332,4220,4706,300,0,44261,236,386,881
PEK,IAH,124,773,684,8216,4223,4907,368,0,69354,300,498,882
FRA,DFW,103,777,690,8068,4225,4915,314,0,61993,271,526,883
DFW,CHS,101,ER4,694,8519,4226,4920,50,0,32173,66,1574,884
BOS,IAD,116,E90,341,3566,4239,4580,100,0,20622,65,372,885
JAX,IAD,187,ERJ,480,5448,4242,4722,37,0,21812,46,1286,886
STR,BCN,97,319,548,6543,4261,4809,123,0,33581,76,456,887
PEK,IAD,123,777,726,8640,4265,4991,314,0,65446,77,627,888
RUH,DOH,154,777,712,8540,4272,4984,314,0,64842,225,394,889
IST,IAD,167,330,665,8011,4274,4939,277,0,57304,148,570,890
IAD,CHS,177,CRJ,467,5428,4293,4760,50,0,22895,59,1034,891
STR,BEG,98,319,710,8587,4300,5010,123,0,41432,124,828,892
IAD,DOH,108,777,705,8356,4303,5008,314,0,63731,248,450,893
FRA,BCN,130,321,648,7734,4305,4953,197,0,46610,90,1061,894
IAH,DFW,105,M83,646,7699,4312,4958,155,0,41664,146,677,895
EDI,BHX,118,DH4,406,4385,4317,4723,68,0,21127,47,625,896
EWR,EDI,140,752,679,8452,4320,4999,200,0,50346,143,432,897
RUH,FRA,148,333,599,6878,4323,4922,300,0,53346,257,443,898
IAH,DOH,109,777,412,4429,4326,4738,314,0,40022,281,419,899
EWR,BOS,115,E90,339,3798,4326,4665,100,25,21451,66,382,900
GVA,EWR,152,763,682,8506,4340,5022,218,0,52818,60,773,901
IAH,AUS,173,320,597,6878,4340,4937,151,0,37791,111,531,902
RUH,IAD,159,777,663,7971,4341,5004,314,0,61407,260,465,903
EWR,BHX,137,752,364,3689,4349,4713,200,0,27834,188,442,904
IST,BCN,162,320,477,5231,4414,4891,151,4,30935,130,476,905
GVA,BEG,132,S20,464,5186,4458,4922,58,29,22848,24,666,906
FRA,BHX,138,319,279,2847,4505,4784,123,0,19385,120,412,907
XNA,IAH,191,CRJ,462,5349,4508,4970,50,0,22658,32,844,908
GVA,EDI,170,319,485,5380,4521,5006,123,0,29114,122,579,909
IAD,BOS,116,E90,341,3566,4684,5025,100,0,20622,100,506,910
